Date,day_length,min_temp,max_temp,mean_temp,temp_diff,hdd,cdd,rain,snow,total_precip,snow_on_ground,max_gust,mean_dep_temp,mean_ret_temp,mean_ride_temp,total_dist,total_duration,ebike_trips,num_trips
2017-01-01,497.1333333333333,-2.3,2.2,-0.1,4.5,18.1,0.0,0.0,0.0,0.0,3.0,10.0,3.555555555555556,4.296296296296297,3.9259259259259265,338025.0,232693.0,0.0,162
2017-01-02,498.1333333333333,-6.0,1.4,-2.3,7.4,20.3,0.0,0.0,0.0,0.0,2.0,0.0,2.7185185185185183,3.688888888888889,3.2037037037037037,660054.0,382729.0,0.0,270
2017-01-03,499.1333333333333,-7.8,0.4,-3.7,8.2,21.7,0.0,0.0,0.0,0.0,1.0,0.0,0.8072916666666666,1.7916666666666667,1.2994791666666667,635395.0,376013.0,0.0,384
2017-01-04,501.1333333333333,-8.4,2.2,-3.1,10.600000000000001,21.1,0.0,0.0,0.0,0.0,1.0,1.0,2.767391304347826,3.643478260869565,3.2054347826086955,766082.0,376721.0,0.0,460
2017-01-05,502.1333333333333,-6.6,0.7,-3.0,7.3,21.0,0.0,0.0,0.0,0.0,1.0,0.0,2.601145038167939,3.5248091603053435,3.062977099236641,888222.0,524933.0,0.0,524
2017-01-06,503.1333333333333,-1.3,2.5,0.6,3.8,17.4,0.0,0.0,0.0,0.0,1.0,2.0,4.007751937984496,5.366925064599483,4.68733850129199,674759.0,224497.0,0.0,387
2017-01-07,505.1333333333333,-4.1,1.9,-1.1,6.0,19.1,0.0,0.0,0.0,0.0,0.0,0.0,4.119658119658119,5.247863247863248,4.683760683760683,754413.0,329623.0,0.0,351
2017-01-08,507.1333333333333,0.3,3.7,2.0,3.4000000000000004,16.0,0.0,11.0,0.0,11.0,1.0,0.0,4.690476190476191,5.726190476190476,5.208333333333334,302637.0,240840.0,0.0,168
2017-01-09,508.1333333333333,1.5,5.2,3.4,3.7,14.6,0.0,2.6,0.0,2.6,0.0,28.0,6.218809980806142,7.571976967370442,6.8953934740882925,1011098.0,356546.0,0.0,521
2017-01-10,510.1333333333333,-4.5,3.6,-0.5,8.1,18.5,0.0,0.0,0.0,0.0,0.0,1.0,3.612303290414878,4.838340486409156,4.225321888412017,1341828.0,684498.0,0.0,699
2017-01-11,512.1333333333333,-6.7,1.8,-2.5,8.5,20.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0579096045197742,3.285310734463277,2.6716101694915255,1328753.0,747148.0,0.0,708
2017-01-12,514.1333333333333,-7.6,0.5,-3.6,8.1,21.6,0.0,0.0,0.0,0.0,0.0,0.0,1.4762633996937211,2.705972434915773,2.0911179173047474,1267478.0,727478.0,0.0,653
2017-01-13,516.1333333333333,-7.1,0.8,-3.2,7.8999999999999995,21.2,0.0,0.0,0.0,0.0,0.0,0.0,2.005865102639296,3.1158357771261,2.560850439882698,1327822.0,554401.0,0.0,682
2017-01-14,518.1333333333333,-7.1,3.2,-2.0,10.3,20.0,0.0,0.0,0.0,0.0,0.0,0.0,4.825515947467167,5.512195121951219,5.168855534709193,1340303.0,580717.0,0.0,533
2017-01-15,520.1333333333333,-2.6,4.2,0.8,6.800000000000001,17.2,0.0,0.0,0.0,0.0,0.0,0.0,5.859956236323852,6.866520787746171,6.363238512035012,1103324.0,428301.0,0.0,457
2017-01-16,523.1333333333333,0.2,6.0,3.1,5.8,14.9,0.0,4.4,0.0,4.4,0.0,0.0,6.824626865671642,8.052238805970148,7.438432835820896,1196898.0,661249.0,0.0,536
2017-01-17,525.1333333333333,4.7,9.0,6.9,4.3,11.1,0.0,28.4,0.0,28.4,0.0,25.0,9.004444444444445,10.36888888888889,9.686666666666667,425173.0,151390.0,0.0,225
2017-01-18,527.1333333333333,7.9,11.4,9.7,3.5,8.3,0.0,26.0,0.0,26.0,0.0,23.0,11.153409090909092,12.315340909090908,11.734375,716573.0,406971.0,0.0,352
2017-01-19,530.1333333333333,5.6,8.7,7.2,3.0999999999999996,10.8,0.0,20.8,0.0,20.8,0.0,6.0,8.914209115281501,10.1313672922252,9.52278820375335,763771.0,361990.0,0.0,373
2017-01-20,532.1333333333333,1.6,7.3,4.5,5.699999999999999,13.5,0.0,0.4,0.0,0.4,0.0,0.0,8.882028665931642,9.98787210584344,9.434950385887541,2164424.0,985158.0,0.0,907
2017-01-21,535.1333333333333,4.2,10.5,7.4,6.3,10.6,0.0,1.6,0.0,1.6,0.0,0.0,10.5702746365105,11.476575121163169,11.023424878836835,1633394.0,624089.0,0.0,619
2017-01-22,537.1333333333333,2.0,7.4,4.7,5.4,13.3,0.0,2.8,0.0,2.8,0.0,0.0,7.47985347985348,8.68131868131868,8.08058608058608,602113.0,209467.0,0.0,273
2017-01-23,540.15,-1.7,6.9,2.6,8.6,15.4,0.0,0.0,0.0,0.0,0.0,0.0,7.081500646830531,8.35705045278137,7.719275549805951,1718662.0,638664.0,0.0,773
2017-01-24,543.15,-1.8,4.6,1.4,6.3999999999999995,16.6,0.0,0.0,0.0,0.0,0.0,0.0,6.8081841432225065,8.135549872122763,7.471867007672635,1737586.0,682994.0,0.0,782
2017-01-25,545.15,2.1,5.8,4.0,3.6999999999999997,14.0,0.0,0.0,0.0,0.0,0.0,0.0,7.474424552429667,8.79539641943734,8.134910485933503,1570958.0,527440.0,0.0,782
2017-01-26,548.15,-0.7,7.1,3.2,7.8,14.8,0.0,0.0,0.0,0.0,0.0,0.0,7.188564476885645,8.489051094890511,7.838807785888078,1799429.0,756621.0,0.0,822
2017-01-27,551.15,2.2,8.9,5.6,6.7,12.4,0.0,0.0,0.0,0.0,0.0,0.0,9.234162895927602,10.372171945701355,9.803167420814479,1921758.0,763949.0,0.0,884
2017-01-28,554.15,0.1,9.8,5.0,9.700000000000001,13.0,0.0,0.0,0.0,0.0,0.0,0.0,10.093264248704664,11.009067357512953,10.551165803108809,2222353.0,876928.0,0.0,772
2017-01-29,557.15,2.0,8.6,5.3,6.6,12.7,0.0,0.8,0.0,0.8,0.0,13.0,8.682741116751268,9.880710659898478,9.281725888324873,944012.0,378776.0,0.0,394
2017-01-30,560.15,1.9,5.8,3.9,3.9,14.1,0.0,0.0,0.0,0.0,0.0,15.0,7.105614973262032,8.332887700534759,7.719251336898395,1598303.0,783366.0,0.0,748
2017-01-31,563.15,-1.3,6.8,2.8,8.1,15.2,0.0,0.0,0.0,0.0,0.0,6.0,6.065068493150685,7.257990867579909,6.661529680365296,2058163.0,1117153.0,0.0,876
2017-02-01,566.15,-4.9,7.4,1.3,12.3,16.7,0.0,0.0,0.0,0.0,0.0,0.0,6.00109409190372,7.230853391684901,6.615973741794311,2138128.0,887087.0,0.0,914
2017-02-02,569.15,-5.8,5.8,0.0,11.6,18.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4424972617743705,6.715224534501643,6.078860898138007,1800438.0,780019.0,0.0,913
2017-02-03,572.15,-2.4,0.9,-0.8,3.3,18.8,0.0,0.0,12.0,15.2,5.0,0.0,2.0288461538461537,3.019230769230769,2.5240384615384617,417005.0,154699.0,0.0,208
2017-02-04,575.15,0.0,0.9,0.5,0.9,17.5,0.0,3.6,10.6,24.0,13.0,1.0,3.011904761904762,3.5476190476190474,3.2797619047619047,161951.0,70927.0,0.0,84
2017-02-05,579.15,-1.7,0.9,-0.4,2.6,18.4,0.0,0.0,1.4,1.6,14.0,2.0,2.992537313432836,3.985074626865672,3.488805970149254,237799.0,134540.0,0.0,134
2017-02-06,582.15,-3.4,-0.1,-1.8,3.3,19.8,0.0,0.0,7.0,6.6,15.0,0.0,1.5787037037037035,2.490740740740741,2.0347222222222223,340921.0,180372.0,0.0,216
2017-02-07,585.15,-6.0,1.6,-2.2,7.6,20.2,0.0,0.0,0.0,0.0,20.0,6.0,3.070381231671554,3.8475073313782993,3.4589442815249267,598403.0,414760.0,0.0,341
2017-02-08,588.15,-7.2,-0.8,-4.0,6.4,22.0,0.0,0.0,4.2,5.6,18.0,0.0,1.264406779661017,2.4271186440677965,1.8457627118644067,486203.0,428348.0,0.0,295
2017-02-09,592.15,-0.9,7.2,3.2,8.1,14.8,0.0,19.8,0.2,20.0,19.0,2.0,8.135294117647058,9.132352941176473,8.633823529411766,580503.0,204244.0,0.0,340
2017-02-10,595.15,1.3,7.9,4.6,6.6000000000000005,13.4,0.0,2.8,0.0,2.8,8.0,36.0,7.303822937625754,8.525150905432596,7.914486921529175,908649.0,669788.0,0.0,497
2017-02-11,598.15,-0.5,6.9,3.2,7.4,14.8,0.0,0.0,0.0,0.0,5.0,0.0,8.425612052730697,9.220338983050848,8.822975517890772,1366780.0,633179.0,0.0,531
2017-02-12,602.1666666666666,0.5,6.5,3.5,6.0,14.5,0.0,0.0,0.0,0.0,2.0,0.0,9.920863309352518,10.211510791366909,10.066187050359712,1880246.0,875093.0,0.0,695
2017-02-13,605.1666666666666,-1.6,7.7,3.1,9.3,14.9,0.0,0.0,0.0,0.0,1.0,0.0,10.852097130242823,10.973509933774835,10.91280353200883,2499038.0,1148360.0,0.0,906
2017-02-14,609.1666666666666,0.1,11.2,5.7,11.1,12.3,0.0,7.4,0.0,7.4,0.0,12.0,11.06547619047619,12.24404761904762,11.654761904761905,1289622.0,636687.0,0.0,672
2017-02-15,612.1666666666666,7.5,12.2,9.9,4.699999999999999,8.1,0.0,26.8,0.0,26.8,0.0,15.0,12.180487804878048,13.502439024390243,12.841463414634145,805436.0,253838.0,0.0,410
2017-02-16,615.1666666666666,4.8,12.7,8.8,7.8999999999999995,9.2,0.0,1.6,0.0,1.6,0.0,23.0,12.239813736903375,13.236321303841676,12.738067520372525,1940763.0,997246.0,0.0,859
2017-02-17,619.1666666666666,4.5,10.7,7.6,6.199999999999999,10.4,0.0,0.8,0.0,0.8,0.0,0.0,10.583162217659138,11.427104722792608,11.005133470225873,2440765.0,1543736.0,0.0,974
2017-02-18,622.1666666666666,4.8,6.3,5.6,1.5,12.4,0.0,1.2,0.0,1.2,0.0,2.0,8.046931407942239,8.998194945848375,8.522563176895307,1344034.0,759880.0,0.0,554
2017-02-19,626.1666666666666,4.7,8.2,6.5,3.499999999999999,11.5,0.0,7.0,0.0,7.0,0.0,19.0,8.640350877192983,9.616959064327483,9.128654970760234,740359.0,281797.0,0.0,342
2017-02-20,629.1666666666666,4.0,8.7,6.4,4.699999999999999,11.6,0.0,1.0,0.0,1.0,0.0,13.0,9.219262295081966,10.20594262295082,9.712602459016393,2476658.0,971009.0,0.0,976
2017-02-21,633.1666666666666,1.5,7.4,4.5,5.9,13.5,0.0,1.2,0.6,1.8,0.0,13.0,8.585178055822906,9.684311838306064,9.134744947064485,2309946.0,1033444.0,0.0,1039
2017-02-22,636.1666666666666,0.2,6.9,3.6,6.7,14.4,0.0,0.0,0.0,0.0,0.0,0.0,7.806042884990253,8.797270955165692,8.301656920077972,2570630.0,1154641.0,0.0,1026
2017-02-23,640.1666666666666,-0.7,6.0,2.7,6.7,15.3,0.0,0.0,0.0,0.0,0.0,0.0,7.0771484375,8.0419921875,7.5595703125,2367478.0,1019345.0,0.0,1024
2017-02-24,644.1666666666666,0.8,8.1,4.5,7.3,13.5,0.0,0.0,0.0,0.0,0.0,2.0,7.202991452991453,8.120726495726496,7.6618589743589745,2129023.0,1155040.0,0.0,936
2017-02-25,647.1666666666666,-3.4,5.6,1.1,9.0,16.9,0.0,0.4,0.0,0.4,0.0,0.0,7.04696132596685,7.950276243093922,7.498618784530386,1931802.0,883611.0,0.0,724
2017-02-26,651.1666666666666,0.5,6.6,3.6,6.1,14.4,0.0,4.0,0.0,4.0,0.0,15.0,10.059701492537313,10.539609644087257,10.299655568312286,2447625.0,961322.0,0.0,871
2017-02-27,654.1666666666666,-1.8,3.5,0.9,5.3,17.1,0.0,0.0,0.0,0.0,0.0,0.0,4.818289786223278,5.989311163895487,5.403800475059382,1706401.0,590524.0,0.0,842
2017-02-28,658.1666666666666,-1.7,5.7,2.0,7.4,16.0,0.0,0.4,0.6,1.0,1.0,6.0,5.717270194986073,6.720055710306407,6.218662952646239,1312051.0,493053.0,0.0,718
2017-03-01,662.1833333333333,3.1,7.9,5.5,4.800000000000001,12.5,0.0,0.8,0.0,0.8,0.0,8.0,8.932544378698225,10.151479289940829,9.542011834319528,1814915.0,677078.0,0.0,845
2017-03-02,665.1833333333333,4.4,7.5,6.0,3.0999999999999996,12.0,0.0,4.4,0.0,4.4,0.0,8.0,7.795238095238095,9.195238095238096,8.495238095238095,851830.0,295791.0,0.0,420
2017-03-03,669.1833333333333,5.0,7.5,6.3,2.5,11.7,0.0,7.4,0.0,7.4,0.0,23.0,7.903543307086614,9.358267716535432,8.630905511811022,1032779.0,425176.0,0.0,508
2017-03-04,672.1833333333333,0.9,6.7,3.8,5.8,14.2,0.0,0.0,0.0,0.0,0.0,1.0,8.189252336448599,8.744158878504672,8.466705607476635,2660016.0,1301287.0,0.0,856
2017-03-05,676.1833333333333,0.0,4.5,2.3,4.5,15.7,0.0,4.8,3.0,8.6,1.0,0.0,3.969879518072289,5.289156626506024,4.629518072289157,330932.0,116666.0,0.0,166
2017-03-06,680.1833333333333,0.4,6.2,3.3,5.8,14.7,0.0,1.0,0.0,1.0,0.0,6.0,6.822754491017964,7.917365269461078,7.370059880239521,1872380.0,933094.0,0.0,835
2017-03-07,683.1833333333333,0.7,4.6,2.7,3.8999999999999995,15.3,0.0,7.6,2.6,10.4,0.0,17.0,4.024444444444445,5.504444444444444,4.764444444444445,878633.0,310729.0,0.0,450
2017-03-08,687.1833333333333,0.9,7.0,4.0,6.1,14.0,0.0,2.2,0.0,2.2,0.0,21.0,6.295379537953796,7.628712871287129,6.962046204620462,1284745.0,434504.0,0.0,606
2017-03-09,691.1833333333333,1.2,4.6,2.9,3.3999999999999995,15.1,0.0,8.2,0.0,8.2,0.0,2.0,5.876838235294118,7.251838235294118,6.564338235294118,1194839.0,471205.0,0.0,544
2017-03-10,694.1833333333333,3.5,8.8,6.2,5.300000000000001,11.8,0.0,4.0,0.0,4.0,0.0,0.0,10.868062827225131,11.701570680628272,11.284816753926702,2338209.0,906801.0,0.0,955
2017-03-11,698.1833333333333,4.3,9.3,6.8,5.000000000000001,11.2,0.0,9.4,0.0,9.4,0.0,8.0,8.514754098360656,9.826229508196722,9.17049180327869,636872.0,250821.0,0.0,305
2017-03-12,702.1833333333333,6.6,9.7,8.2,3.0999999999999996,9.8,0.0,4.2,0.0,4.2,0.0,4.0,10.301724137931034,11.408045977011492,10.854885057471263,911441.0,388403.0,0.0,348
2017-03-13,705.1833333333333,7.0,10.3,8.7,3.3000000000000007,9.3,0.0,10.8,0.0,10.8,0.0,4.0,10.256363636363636,11.663636363636364,10.96,1352286.0,703076.0,0.0,550
2017-03-14,709.1833333333333,7.6,14.4,11.0,6.800000000000001,7.0,0.0,9.8,0.0,9.8,0.0,12.0,13.624649859943975,14.822128851540617,14.223389355742295,1541001.0,544753.0,0.0,714
2017-03-15,713.1833333333333,7.3,10.9,9.1,3.6000000000000005,8.9,0.0,4.2,0.0,4.2,0.0,2.0,11.280323450134771,12.563342318059298,11.921832884097036,1602395.0,492080.0,0.0,742
2017-03-16,716.1833333333333,4.7,9.5,7.1,4.8,10.9,0.0,2.0,0.0,2.0,0.0,10.0,8.408031088082902,9.677461139896373,9.042746113989637,1731206.0,825157.0,0.0,772
2017-03-17,720.2,3.0,9.1,6.1,6.1,11.9,0.0,10.2,0.0,10.2,0.0,10.0,8.862371888726209,10.011713030746703,9.437042459736457,1679784.0,710054.0,0.0,683
2017-03-18,724.2,4.7,8.3,6.5,3.6000000000000005,11.5,0.0,10.2,0.0,10.2,0.0,17.0,10.763574660633484,11.132352941176473,10.94796380090498,2401624.0,1279673.0,0.0,884
2017-03-19,727.2,1.3,9.2,5.3,7.8999999999999995,12.7,0.0,0.0,0.0,0.0,0.0,1.0,12.195121951219512,12.303287380699894,12.249204665959702,2912058.0,1382360.0,0.0,943
2017-03-20,731.2,-1.4,8.7,3.7,10.1,14.3,0.0,0.0,0.0,0.0,0.0,4.0,10.196208530805688,11.092890995260664,10.644549763033176,2517716.0,1194247.0,0.0,1055
2017-03-21,735.2,6.1,11.7,8.9,5.6,9.1,0.0,5.8,0.0,5.8,0.0,8.0,11.02026049204052,12.124457308248914,11.572358900144717,1519142.0,620243.0,0.0,691
2017-03-22,738.2,6.0,12.5,9.3,6.5,8.7,0.0,2.6,0.0,2.6,0.0,21.0,11.47009735744089,12.634214186369958,12.052155771905424,1559283.0,527721.0,0.0,719
2017-03-23,742.2,4.1,12.3,8.2,8.200000000000001,9.8,0.0,4.6,0.0,4.6,0.0,19.0,11.48060941828255,12.552631578947368,12.016620498614959,1677453.0,828425.0,0.0,722
2017-03-24,746.2,5.6,10.8,8.2,5.200000000000001,9.8,0.0,6.6,0.0,6.6,0.0,4.0,10.409158050221563,11.53618906942393,10.972673559822747,1545501.0,540917.0,0.0,677
2017-03-25,749.2,6.3,10.9,8.6,4.6000000000000005,9.4,0.0,1.0,0.0,1.0,0.0,8.0,13.539345711759506,13.73740053050398,13.638373121131742,3454189.0,1422124.0,0.0,1131
2017-03-26,753.2,5.6,9.9,7.8,4.300000000000001,10.2,0.0,15.0,0.0,15.0,0.0,8.0,9.0,10.061068702290076,9.530534351145038,607847.0,289657.0,0.0,262
2017-03-27,757.2,5.9,12.1,9.0,6.199999999999999,9.0,0.0,7.2,0.0,7.2,0.0,8.0,12.245683930942896,13.237715803452856,12.741699867197877,1694245.0,672673.0,0.0,753
2017-03-28,760.2,7.1,8.9,8.0,1.8000000000000007,10.0,0.0,29.6,0.0,29.6,0.0,17.0,8.456066945606695,9.916317991631798,9.186192468619247,447200.0,271296.0,0.0,239
2017-03-29,764.2,5.8,13.5,9.7,7.7,8.3,0.0,24.8,0.0,24.8,0.0,25.0,12.117554858934168,13.12539184952978,12.621473354231973,1389715.0,555767.0,0.0,638
2017-03-30,768.2,6.1,11.8,9.0,5.700000000000001,9.0,0.0,0.2,0.0,0.2,0.0,0.0,13.577223088923557,14.125585023400935,13.851404056162245,3562587.0,1652113.0,0.0,1282
2017-03-31,771.2,4.0,11.7,7.9,7.699999999999999,10.1,0.0,0.8,0.0,0.8,0.0,0.0,12.558988764044944,13.596441947565545,13.077715355805244,2582839.0,1104080.0,0.0,1068
2017-04-01,775.2,6.4,10.8,8.6,4.4,9.4,0.0,11.2,0.0,11.2,0.0,10.0,13.720588235294118,14.039592760180996,13.880090497737557,2431175.0,989571.0,0.0,884
2017-04-02,779.2,5.7,10.6,8.2,4.8999999999999995,9.8,0.0,0.0,0.0,0.0,0.0,21.0,14.176855895196509,14.144832605531295,14.160844250363901,4484856.0,1856832.0,0.0,1374
2017-04-03,782.2166666666667,1.7,10.3,6.0,8.600000000000001,12.0,0.0,0.0,0.0,0.0,0.0,0.0,12.461598138091544,13.080682699767262,12.771140418929402,3479441.0,1386711.0,0.0,1289
2017-04-04,786.2166666666667,4.7,13.8,9.3,9.100000000000001,8.7,0.0,7.2,0.0,7.2,0.0,26.0,11.959949937421776,13.275344180225282,12.617647058823529,1731719.0,762232.0,0.0,799
2017-04-05,789.2166666666667,8.2,11.1,9.7,2.9000000000000004,8.3,0.0,13.4,0.0,13.4,0.0,10.0,11.371859296482413,12.636515912897822,12.004187604690117,1212485.0,407478.0,0.0,597
2017-04-06,793.2166666666667,7.2,13.3,10.3,6.1000000000000005,7.7,0.0,5.2,0.0,5.2,0.0,12.0,12.001140250855189,13.157354618015964,12.579247434435576,2015766.0,863521.0,0.0,877
2017-04-07,797.2166666666667,6.0,12.6,9.3,6.6,8.7,0.0,11.4,0.0,11.4,0.0,47.0,12.204656862745098,13.395833333333334,12.800245098039216,1803935.0,786845.0,0.0,816
2017-04-08,800.2166666666667,5.7,8.5,7.1,2.8,10.9,0.0,9.8,0.0,9.8,0.0,8.0,9.306049822064058,10.377224199288255,9.841637010676155,541070.0,298210.0,0.0,281
2017-04-09,804.2166666666667,2.8,12.9,7.9,10.100000000000001,10.1,0.0,0.0,0.0,0.0,0.0,12.0,13.356083086053411,14.020771513353116,13.688427299703264,3115901.0,1288114.0,0.0,1011
2017-04-10,807.2166666666667,6.4,10.9,8.7,4.5,9.3,0.0,5.0,0.0,5.0,0.0,19.0,10.711436170212766,11.83377659574468,11.272606382978722,1599519.0,670089.0,0.0,752
2017-04-11,811.2166666666667,4.3,10.7,7.5,6.3999999999999995,10.5,0.0,0.0,0.0,0.0,0.0,10.0,13.891891891891891,14.464310464310463,14.178101178101176,3855255.0,1624740.0,0.0,1443
2017-04-12,814.2166666666667,7.5,13.0,10.3,5.5,7.7,0.0,12.0,0.0,12.0,0.0,15.0,12.380200860832138,13.519368723098996,12.949784791965566,1619610.0,598206.0,0.0,697
2017-04-13,818.2166666666667,6.4,12.3,9.4,5.9,8.6,0.0,17.4,0.0,17.4,0.0,10.0,11.451396648044692,12.568715083798883,12.010055865921789,1978715.0,791018.0,0.0,895
2017-04-14,822.2166666666667,6.0,12.6,9.3,6.6,8.7,0.0,3.2,0.0,3.2,0.0,4.0,12.933980582524272,13.4126213592233,13.173300970873786,2827834.0,1473792.0,0.0,1030
2017-04-15,825.2166666666667,6.5,12.9,9.7,6.4,8.3,0.0,2.0,0.0,2.0,0.0,4.0,13.55855855855856,13.985985985985986,13.772272272272273,3017681.0,1414715.0,0.0,999
2017-04-16,829.2166666666667,3.0,12.8,7.9,9.8,10.1,0.0,0.0,0.0,0.0,0.0,8.0,15.232331437855402,15.290820471161656,15.26157595450853,4283903.0,2275329.0,0.0,1231
2017-04-17,832.2166666666667,8.6,14.0,11.3,5.4,6.7,0.0,5.4,0.0,5.4,0.0,2.0,13.909240924092408,14.851485148514852,14.380363036303631,1464313.0,817078.0,0.0,606
2017-04-18,836.2166666666667,9.1,14.3,11.7,5.200000000000001,6.3,0.0,5.2,0.0,5.2,0.0,1.0,14.665009940357852,15.468190854870777,15.066600397614314,2328780.0,943443.0,0.0,1006
2017-04-19,839.2166666666667,7.5,12.8,10.2,5.300000000000001,7.8,0.0,0.8,0.0,0.8,0.0,17.0,13.886925795053005,15.032685512367491,14.459805653710248,2506833.0,899929.0,0.0,1132
2017-04-20,842.2333333333333,8.5,13.2,10.9,4.699999999999999,7.1,0.0,3.6,0.0,3.6,0.0,2.0,15.490514905149052,15.934959349593496,15.712737127371273,3850503.0,2282699.0,0.0,1476
2017-04-21,846.2333333333333,6.5,14.1,10.3,7.6,7.7,0.0,0.0,0.0,0.0,0.0,1.0,17.665132924335378,17.814928425357873,17.740030674846626,5763750.0,2742728.0,0.0,1956
2017-04-22,849.2333333333333,7.3,13.8,10.6,6.500000000000001,7.4,0.0,5.8,0.0,5.8,0.0,15.0,14.237951807228916,15.088855421686748,14.663403614457831,1733047.0,768477.0,0.0,664
2017-04-23,853.2333333333333,8.6,13.45,10.45,4.85,7.550000000000001,0.0,0.0,0.0,0.0,0.0,0.0,14.743228602383532,15.462621885157096,15.102925243770315,2417567.0,1047365.0,0.0,923
2017-04-24,856.2333333333333,7.4,13.1,10.3,5.699999999999999,7.7,0.0,5.0,0.0,5.0,0.0,1.0,15.510148849797025,15.949932341001354,15.730040595399188,3887099.0,1763860.0,0.0,1478
2017-04-25,859.2333333333333,8.4,13.8,11.1,5.4,6.9,0.0,1.4,0.0,1.4,0.0,13.0,14.865873015873015,15.867460317460315,15.366666666666665,2998135.0,1252483.0,0.0,1260
2017-04-26,863.2333333333333,8.0,14.9,11.5,6.9,6.5,0.0,2.8,0.0,2.8,0.0,17.0,15.990531682447196,16.52949745083758,16.26001456664239,3534567.0,1637257.0,0.0,1373
2017-04-27,866.2333333333333,8.4,12.5,10.5,4.1,7.5,0.0,0.0,0.0,0.0,0.0,15.0,15.198757763975156,15.814906832298137,15.506832298136647,4152487.0,1691517.0,0.0,1610
2017-04-28,869.2333333333333,5.3,13.9,9.6,8.600000000000001,8.4,0.0,0.0,0.0,0.0,0.0,1.0,16.212619300106045,16.5424178154825,16.377518557794275,5186909.0,2173052.0,0.0,1886
2017-04-29,873.2333333333333,7.7,10.2,9.0,2.499999999999999,9.0,0.0,6.2,0.0,6.2,0.0,4.0,11.53358208955224,12.5,12.01679104477612,1166444.0,483144.0,0.0,536
2017-04-30,876.2333333333333,5.9,13.9,9.9,8.0,8.1,0.0,0.0,0.0,0.0,0.0,4.0,18.17004578155657,18.13734466971877,18.15369522563767,5081481.0,2144447.0,0.0,1529
2017-05-01,879.2333333333333,6.5,11.4,9.0,4.9,9.0,0.0,1.4,0.0,1.4,0.0,0.0,11.884381338742394,12.939148073022311,12.411764705882351,2287868.0,945910.0,0.0,986
2017-05-02,882.2333333333333,3.8,14.4,9.1,10.600000000000001,8.9,0.0,0.6,0.0,0.6,0.0,0.0,16.753939393939394,17.333939393939392,17.043939393939393,4296611.0,1792525.0,0.0,1650
2017-05-03,885.2333333333333,11.0,15.4,13.2,4.4,4.8,0.0,28.2,0.0,28.2,0.0,0.0,15.242085661080074,16.39851024208566,15.820297951582866,1118349.0,348468.0,0.0,537
2017-05-04,889.2333333333333,9.3,19.6,14.5,10.3,3.5,0.0,0.2,0.0,0.2,0.0,0.0,22.022900763358777,22.22391857506361,22.123409669211192,5682131.0,2760148.0,0.0,1965
2017-05-05,892.2333333333333,9.8,16.4,13.1,6.599999999999998,4.9,0.0,0.8,0.0,0.8,0.0,13.0,15.95190069821567,16.74709076803724,16.349495733126453,3028925.0,1230776.0,0.0,1289
2017-05-06,895.2333333333333,8.4,13.2,10.8,4.799999999999999,7.2,0.0,0.0,0.0,0.0,0.0,10.0,17.695038910505836,17.620136186770427,17.657587548638134,6260333.0,3106076.0,0.0,2056
2017-05-07,898.2333333333333,4.4,13.3,8.9,8.9,9.1,0.0,0.0,0.0,0.0,0.0,8.0,18.053116531165312,18.10677506775068,18.079945799457995,5900401.0,2604749.0,0.0,1845
2017-05-08,901.25,8.7,14.9,11.8,6.200000000000001,6.2,0.0,0.0,0.0,0.0,0.0,4.0,17.516880093131547,17.940046565774157,17.72846332945285,4394706.0,1963486.0,0.0,1718
2017-05-09,904.25,5.7,15.2,10.5,9.5,7.5,0.0,0.0,0.0,0.0,0.0,4.0,17.733762434172032,18.479227618490345,18.10649502633119,4183541.0,2289440.0,0.0,1709
2017-05-10,907.25,9.9,17.4,13.7,7.499999999999998,4.3,0.0,0.2,0.0,0.2,0.0,2.0,18.306967984934087,19.01004394224733,18.658505963590706,3818014.0,1509705.0,0.0,1593
2017-05-11,909.25,9.1,13.6,11.4,4.5,6.6,0.0,19.8,0.0,19.8,0.0,8.0,13.89988358556461,14.984866123399302,14.442374854481955,1861004.0,826931.0,0.0,859
2017-05-12,912.25,7.2,13.8,10.5,6.6000000000000005,7.5,0.0,6.6,0.0,6.6,0.0,4.0,14.163018867924528,14.744150943396226,14.453584905660378,3265912.0,1509703.0,0.0,1325
2017-05-13,915.25,5.9,13.8,9.9,7.9,8.1,0.0,0.2,0.0,0.2,0.0,6.0,15.49635922330097,15.796723300970871,15.646541262135921,5435964.0,2623918.0,0.0,1648
2017-05-14,918.25,8.2,13.9,11.1,5.700000000000001,6.9,0.0,2.8,0.0,2.8,0.0,0.0,16.6230407523511,16.947492163009404,16.78526645768025,3904517.0,1764506.0,0.0,1276
2017-05-15,921.25,6.6,10.9,8.8,4.300000000000001,9.2,0.0,17.2,0.0,17.2,0.0,6.0,11.250457038391223,12.442413162705668,11.846435100548446,1242884.0,527472.0,0.0,547
2017-05-16,923.25,5.9,13.2,9.6,7.299999999999999,8.4,0.0,14.8,0.0,14.8,0.0,8.0,14.118133935289691,14.960872836719338,14.539503386004515,3140343.0,1272572.0,0.0,1329
2017-05-17,926.25,9.3,15.8,12.6,6.5,5.4,0.0,0.0,0.0,0.0,0.0,0.0,15.966861598440548,16.83170890188434,16.399285250162443,4105745.0,1703126.0,0.0,1539
