,Date,day_length,min_temp,max_temp,mean_temp,temp_diff,hdd,cdd,rain,snow,total_precip,snow_on_ground,max_gust,mean_dep_temp,mean_ret_temp,mean_ride_temp,total_dist,total_duration,ebike_trips,num_trips,adj_num_trips,trend
0,2017-01-01,497.1333333333333,-2.3,2.2,-0.1,4.5,18.1,0.0,0.0,0.0,0.0,3.0,10.0,3.555555555555556,4.296296296296297,3.925925925925928,338025.0,232693.0,0.0,162,-1539.2434028214645,1701.2434028214645
1,2017-01-02,498.1333333333333,-6.0,1.4,-2.3,7.4,20.3,0.0,0.0,0.0,0.0,2.0,0.0,2.7185185185185183,3.688888888888889,3.203703703703704,660054.0,382729.0,0.0,270,-1431.6758090912115,1701.6758090912115
2,2017-01-03,499.1333333333333,-7.8,0.4,-3.7,8.2,21.7,0.0,0.0,0.0,0.0,1.0,0.0,0.8072916666666666,1.7916666666666667,1.2994791666666667,635395.0,376013.0,0.0,384,-1318.1082153609582,1702.1082153609582
3,2017-01-04,501.1333333333333,-8.4,2.2,-3.1,10.6,21.1,0.0,0.0,0.0,0.0,1.0,1.0,2.767391304347826,3.643478260869565,3.2054347826086955,766082.0,376721.0,0.0,460,-1242.5406216307051,1702.5406216307051
4,2017-01-05,502.1333333333333,-6.6,0.7,-3.0,7.3,21.0,0.0,0.0,0.0,0.0,1.0,0.0,2.601145038167939,3.5248091603053435,3.062977099236641,888222.0,524933.0,0.0,524,-1178.973027900452,1702.973027900452
5,2017-01-06,503.1333333333333,-1.3,2.5,0.6,3.8,17.4,0.0,0.0,0.0,0.0,1.0,2.0,4.007751937984496,5.366925064599483,4.68733850129199,674759.0,224497.0,0.0,387,-1316.4054341701988,1703.4054341701988
6,2017-01-07,505.1333333333333,-4.1,1.9,-1.1,6.0,19.1,0.0,0.0,0.0,0.0,0.0,0.0,4.119658119658119,5.247863247863248,4.683760683760683,754413.0,329623.0,0.0,351,-1352.8378404399457,1703.8378404399457
7,2017-01-08,507.1333333333333,0.3,3.7,2.0,3.4000000000000004,16.0,0.0,11.0,0.0,11.0,1.0,0.0,4.690476190476191,5.726190476190476,5.208333333333334,302637.0,240840.0,0.0,168,-1536.2702467096924,1704.2702467096924
8,2017-01-09,508.1333333333333,1.5,5.2,3.4,3.7,14.6,0.0,2.6,0.0,2.6,0.0,28.0,6.218809980806142,7.571976967370442,6.8953934740882925,1011098.0,356546.0,0.0,521,-1183.7026529794393,1704.7026529794393
9,2017-01-10,510.1333333333333,-4.5,3.6,-0.5,8.1,18.5,0.0,0.0,0.0,0.0,0.0,1.0,3.612303290414878,4.838340486409156,4.225321888412017,1341828.0,684498.0,0.0,699,-1006.1350592491863,1705.1350592491863
10,2017-01-11,512.1333333333333,-6.7,1.8,-2.5,8.5,20.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0579096045197742,3.285310734463277,2.671610169491525,1328753.0,747148.0,0.0,708,-997.567465518933,1705.567465518933
11,2017-01-12,514.1333333333333,-7.6,0.5,-3.6,8.1,21.6,0.0,0.0,0.0,0.0,0.0,0.0,1.4762633996937211,2.705972434915773,2.0911179173047474,1267478.0,727478.0,0.0,653,-1052.99987178868,1705.99987178868
12,2017-01-13,516.1333333333333,-7.1,0.8,-3.2,7.899999999999999,21.2,0.0,0.0,0.0,0.0,0.0,0.0,2.005865102639296,3.1158357771261,2.560850439882698,1327822.0,554401.0,0.0,682,-1024.4322780584268,1706.4322780584268
13,2017-01-14,518.1333333333333,-7.1,3.2,-2.0,10.3,20.0,0.0,0.0,0.0,0.0,0.0,0.0,4.825515947467167,5.512195121951219,5.168855534709193,1340303.0,580717.0,0.0,533,-1173.8646843281736,1706.8646843281736
14,2017-01-15,520.1333333333333,-2.6,4.2,0.8,6.800000000000001,17.2,0.0,0.0,0.0,0.0,0.0,0.0,5.859956236323852,6.866520787746171,6.363238512035012,1103324.0,428301.0,0.0,457,-1250.2970905979205,1707.2970905979205
15,2017-01-16,523.1333333333333,0.2,6.0,3.1,5.8,14.9,0.0,4.4,0.0,4.4,0.0,0.0,6.824626865671642,8.052238805970148,7.438432835820896,1196898.0,661249.0,0.0,536,-1171.7294968676674,1707.7294968676674
16,2017-01-17,525.1333333333333,4.7,9.0,6.9,4.3,11.1,0.0,28.4,0.0,28.4,0.0,25.0,9.004444444444445,10.36888888888889,9.686666666666667,425173.0,151390.0,0.0,225,-1483.1619031374141,1708.1619031374141
17,2017-01-18,527.1333333333333,7.9,11.4,9.7,3.5,8.3,0.0,26.0,0.0,26.0,0.0,23.0,11.153409090909092,12.315340909090908,11.734375,716573.0,406971.0,0.0,352,-1356.594309407161,1708.594309407161
18,2017-01-19,530.1333333333333,5.6,8.7,7.2,3.1,10.8,0.0,20.8,0.0,20.8,0.0,6.0,8.914209115281501,10.1313672922252,9.52278820375335,763771.0,361990.0,0.0,373,-1336.0267156769078,1709.0267156769078
19,2017-01-20,532.1333333333333,1.6,7.3,4.5,5.699999999999999,13.5,0.0,0.4,0.0,0.4,0.0,0.0,8.882028665931642,9.98787210584344,9.43495038588754,2164424.0,985158.0,0.0,907,-802.4591219466547,1709.4591219466547
20,2017-01-21,535.1333333333333,4.2,10.5,7.4,6.3,10.6,0.0,1.6,0.0,1.6,0.0,0.0,10.5702746365105,11.476575121163169,11.023424878836837,1633394.0,624089.0,0.0,619,-1090.8915282164016,1709.8915282164016
21,2017-01-22,537.1333333333333,2.0,7.4,4.7,5.4,13.3,0.0,2.8,0.0,2.8,0.0,0.0,7.47985347985348,8.68131868131868,8.08058608058608,602113.0,209467.0,0.0,273,-1437.3239344861483,1710.3239344861483
22,2017-01-23,540.15,-1.7,6.9,2.6,8.6,15.4,0.0,0.0,0.0,0.0,0.0,0.0,7.081500646830531,8.35705045278137,7.719275549805951,1718662.0,638664.0,0.0,773,-937.7563407558953,1710.7563407558953
23,2017-01-24,543.15,-1.8,4.6,1.4,6.4,16.6,0.0,0.0,0.0,0.0,0.0,0.0,6.8081841432225065,8.135549872122763,7.471867007672635,1737586.0,682994.0,0.0,782,-929.1887470256422,1711.1887470256422
24,2017-01-25,545.15,2.1,5.8,4.0,3.7,14.0,0.0,0.0,0.0,0.0,0.0,0.0,7.474424552429667,8.79539641943734,8.134910485933503,1570958.0,527440.0,0.0,782,-929.6211532953889,1711.621153295389
25,2017-01-26,548.15,-0.7,7.1,3.2,7.8,14.8,0.0,0.0,0.0,0.0,0.0,0.0,7.188564476885645,8.489051094890511,7.838807785888078,1799429.0,756621.0,0.0,822,-890.0535595651359,1712.0535595651359
26,2017-01-27,551.15,2.2,8.9,5.6,6.7,12.4,0.0,0.0,0.0,0.0,0.0,0.0,9.234162895927602,10.372171945701355,9.80316742081448,1921758.0,763949.0,0.0,884,-828.4859658348826,1712.4859658348826
27,2017-01-28,554.15,0.1,9.8,5.0,9.7,13.0,0.0,0.0,0.0,0.0,0.0,0.0,10.093264248704664,11.009067357512953,10.551165803108807,2222353.0,876928.0,0.0,772,-940.9183721046295,1712.9183721046295
28,2017-01-29,557.15,2.0,8.6,5.3,6.6,12.7,0.0,0.8,0.0,0.8,0.0,13.0,8.682741116751268,9.880710659898478,9.281725888324871,944012.0,378776.0,0.0,394,-1319.3507783743764,1713.3507783743764
29,2017-01-30,560.15,1.9,5.8,3.9,3.9,14.1,0.0,0.0,0.0,0.0,0.0,15.0,7.105614973262032,8.332887700534759,7.719251336898395,1598303.0,783366.0,0.0,748,-965.7831846441231,1713.7831846441231
30,2017-01-31,563.15,-1.3,6.8,2.8,8.1,15.2,0.0,0.0,0.0,0.0,0.0,6.0,6.065068493150685,7.257990867579909,6.661529680365296,2058163.0,1117153.0,0.0,876,-838.2155909138701,1714.21559091387
31,2017-02-01,566.15,-4.9,7.4,1.3,12.3,16.7,0.0,0.0,0.0,0.0,0.0,0.0,6.00109409190372,7.230853391684901,6.615973741794311,2138128.0,887087.0,0.0,914,-800.647997183617,1714.647997183617
32,2017-02-02,569.15,-5.8,5.8,0.0,11.6,18.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4424972617743705,6.715224534501643,6.078860898138007,1800438.0,780019.0,0.0,913,-802.0804034533637,1715.0804034533637
33,2017-02-03,572.15,-2.4,0.9,-0.8,3.3,18.8,0.0,0.0,12.0,15.2,5.0,0.0,2.0288461538461537,3.019230769230769,2.5240384615384617,417005.0,154699.0,0.0,208,-1507.5128097231106,1715.5128097231106
34,2017-02-04,575.15,0.0,0.9,0.5,0.9,17.5,0.0,3.6,10.6,24.0,13.0,1.0,3.011904761904762,3.547619047619047,3.2797619047619047,161951.0,70927.0,0.0,84,-1631.9452159928576,1715.9452159928576
35,2017-02-05,579.15,-1.7,0.9,-0.4,2.6,18.4,0.0,0.0,1.4,1.6,14.0,2.0,2.992537313432836,3.985074626865672,3.488805970149254,237799.0,134540.0,0.0,134,-1582.3776222626043,1716.3776222626043
36,2017-02-06,582.15,-3.4,-0.1,-1.8,3.3,19.8,0.0,0.0,7.0,6.6,15.0,0.0,1.5787037037037035,2.490740740740741,2.0347222222222223,340921.0,180372.0,0.0,216,-1500.8100285323512,1716.8100285323512
37,2017-02-07,585.15,-6.0,1.6,-2.2,7.6,20.2,0.0,0.0,0.0,0.0,20.0,6.0,3.070381231671554,3.8475073313782993,3.4589442815249267,598403.0,414760.0,0.0,341,-1376.242434802098,1717.242434802098
38,2017-02-08,588.15,-7.2,-0.8,-4.0,6.4,22.0,0.0,0.0,4.2,5.6,18.0,0.0,1.264406779661017,2.4271186440677965,1.8457627118644069,486203.0,428348.0,0.0,295,-1422.6748410718449,1717.6748410718449
39,2017-02-09,592.15,-0.9,7.2,3.2,8.1,14.8,0.0,19.8,0.2,20.0,19.0,2.0,8.135294117647058,9.132352941176473,8.633823529411766,580503.0,204244.0,0.0,340,-1378.1072473415918,1718.1072473415918
40,2017-02-10,595.15,1.3,7.9,4.6,6.6000000000000005,13.4,0.0,2.8,0.0,2.8,8.0,36.0,7.303822937625754,8.525150905432596,7.914486921529175,908649.0,669788.0,0.0,497,-1221.5396536113385,1718.5396536113385
41,2017-02-11,598.15,-0.5,6.9,3.2,7.4,14.8,0.0,0.0,0.0,0.0,5.0,0.0,8.425612052730697,9.220338983050848,8.822975517890772,1366780.0,633179.0,0.0,531,-1187.9720598810854,1718.9720598810854
42,2017-02-12,602.1666666666666,0.5,6.5,3.5,6.0,14.5,0.0,0.0,0.0,0.0,2.0,0.0,9.920863309352518,10.211510791366909,10.066187050359712,1880246.0,875093.0,0.0,695,-1024.4044661508324,1719.4044661508324
43,2017-02-13,605.1666666666666,-1.6,7.7,3.1,9.3,14.9,0.0,0.0,0.0,0.0,1.0,0.0,10.852097130242823,10.973509933774835,10.91280353200883,2499038.0,1148360.0,0.0,906,-813.8368724205791,1719.836872420579
44,2017-02-14,609.1666666666666,0.1,11.2,5.7,11.1,12.3,0.0,7.4,0.0,7.4,0.0,12.0,11.06547619047619,12.24404761904762,11.654761904761903,1289622.0,636687.0,0.0,672,-1048.269278690326,1720.269278690326
45,2017-02-15,612.1666666666666,7.5,12.2,9.9,4.699999999999999,8.1,0.0,26.8,0.0,26.8,0.0,15.0,12.180487804878048,13.502439024390243,12.841463414634145,805436.0,253838.0,0.0,410,-1310.701684960073,1720.701684960073
46,2017-02-16,615.1666666666666,4.8,12.7,8.8,7.899999999999999,9.2,0.0,1.6,0.0,1.6,0.0,23.0,12.239813736903375,13.236321303841676,12.738067520372525,1940763.0,997246.0,0.0,859,-862.1340912298197,1721.1340912298197
47,2017-02-17,619.1666666666666,4.5,10.7,7.6,6.199999999999999,10.4,0.0,0.8,0.0,0.8,0.0,0.0,10.583162217659138,11.427104722792608,11.005133470225871,2440765.0,1543736.0,0.0,974,-747.5664974995666,1721.5664974995666
48,2017-02-18,622.1666666666666,4.8,6.3,5.6,1.5,12.4,0.0,1.2,0.0,1.2,0.0,2.0,8.046931407942239,8.998194945848375,8.522563176895307,1344034.0,759880.0,0.0,554,-1167.9989037693133,1721.9989037693133
49,2017-02-19,626.1666666666666,4.7,8.2,6.5,3.499999999999999,11.5,0.0,7.0,0.0,7.0,0.0,19.0,8.640350877192983,9.616959064327483,9.128654970760234,740359.0,281797.0,0.0,342,-1380.4313100390602,1722.4313100390602
50,2017-02-20,629.1666666666666,4.0,8.7,6.4,4.699999999999999,11.6,0.0,1.0,0.0,1.0,0.0,13.0,9.219262295081966,10.20594262295082,9.712602459016392,2476658.0,971009.0,0.0,976,-746.8637163088072,1722.8637163088072
51,2017-02-21,633.1666666666666,1.5,7.4,4.5,5.9,13.5,0.0,1.2,0.6,1.8,0.0,13.0,8.585178055822906,9.684311838306064,9.134744947064483,2309946.0,1033444.0,0.0,1039,-684.2961225785539,1723.2961225785539
52,2017-02-22,636.1666666666666,0.2,6.9,3.6,6.7,14.4,0.0,0.0,0.0,0.0,0.0,0.0,7.806042884990253,8.797270955165692,8.301656920077972,2570630.0,1154641.0,0.0,1026,-697.7285288483008,1723.7285288483008
53,2017-02-23,640.1666666666666,-0.7,6.0,2.7,6.7,15.3,0.0,0.0,0.0,0.0,0.0,0.0,7.0771484375,8.0419921875,7.5595703125,2367478.0,1019345.0,0.0,1024,-700.1609351180477,1724.1609351180477
54,2017-02-24,644.1666666666666,0.8,8.1,4.5,7.3,13.5,0.0,0.0,0.0,0.0,0.0,2.0,7.202991452991453,8.120726495726496,7.6618589743589745,2129023.0,1155040.0,0.0,936,-788.5933413877945,1724.5933413877945
55,2017-02-25,647.1666666666666,-3.4,5.6,1.1,9.0,16.9,0.0,0.4,0.0,0.4,0.0,0.0,7.04696132596685,7.950276243093922,7.498618784530386,1931802.0,883611.0,0.0,724,-1001.0257476575414,1725.0257476575414
56,2017-02-26,651.1666666666666,0.5,6.6,3.6,6.1,14.4,0.0,4.0,0.0,4.0,0.0,15.0,10.059701492537313,10.539609644087257,10.299655568312286,2447625.0,961322.0,0.0,871,-854.4581539272881,1725.458153927288
57,2017-02-27,654.1666666666666,-1.8,3.5,0.9,5.3,17.1,0.0,0.0,0.0,0.0,0.0,0.0,4.818289786223278,5.989311163895487,5.403800475059382,1706401.0,590524.0,0.0,842,-883.890560197035,1725.890560197035
58,2017-02-28,658.1666666666666,-1.7,5.7,2.0,7.4,16.0,0.0,0.4,0.6,1.0,1.0,6.0,5.717270194986073,6.720055710306407,6.218662952646239,1312051.0,493053.0,0.0,718,-1008.322966466782,1726.322966466782
59,2017-03-01,662.1833333333333,3.1,7.9,5.5,4.800000000000001,12.5,0.0,0.8,0.0,0.8,0.0,8.0,8.932544378698225,10.151479289940829,9.542011834319528,1814915.0,677078.0,0.0,845,-881.7553727365287,1726.7553727365287
60,2017-03-02,665.1833333333333,4.4,7.5,6.0,3.1,12.0,0.0,4.4,0.0,4.4,0.0,8.0,7.795238095238095,9.195238095238096,8.495238095238095,851830.0,295791.0,0.0,420,-1307.1877790062756,1727.1877790062756
61,2017-03-03,669.1833333333333,5.0,7.5,6.3,2.5,11.7,0.0,7.4,0.0,7.4,0.0,23.0,7.903543307086614,9.358267716535432,8.630905511811022,1032779.0,425176.0,0.0,508,-1219.6201852760225,1727.6201852760225
62,2017-03-04,672.1833333333333,0.9,6.7,3.8,5.8,14.2,0.0,0.0,0.0,0.0,0.0,1.0,8.189252336448599,8.744158878504672,8.466705607476635,2660016.0,1301287.0,0.0,856,-872.0525915457692,1728.0525915457692
63,2017-03-05,676.1833333333333,0.0,4.5,2.3,4.5,15.7,0.0,4.8,3.0,8.6,1.0,0.0,3.969879518072289,5.289156626506024,4.629518072289157,330932.0,116666.0,0.0,166,-1562.4849978155162,1728.4849978155162
64,2017-03-06,680.1833333333333,0.4,6.2,3.3,5.8,14.7,0.0,1.0,0.0,1.0,0.0,6.0,6.822754491017964,7.917365269461078,7.370059880239521,1872380.0,933094.0,0.0,835,-893.9174040852631,1728.9174040852631
65,2017-03-07,683.1833333333333,0.7,4.6,2.7,3.9,15.3,0.0,7.6,2.6,10.4,0.0,17.0,4.024444444444445,5.504444444444444,4.764444444444445,878633.0,310729.0,0.0,450,-1279.3498103550098,1729.3498103550098
66,2017-03-08,687.1833333333333,0.9,7.0,4.0,6.1,14.0,0.0,2.2,0.0,2.2,0.0,21.0,6.295379537953796,7.628712871287129,6.962046204620462,1284745.0,434504.0,0.0,606,-1123.7822166247568,1729.7822166247568
67,2017-03-09,691.1833333333333,1.2,4.6,2.9,3.3999999999999995,15.1,0.0,8.2,0.0,8.2,0.0,2.0,5.876838235294118,7.251838235294118,6.564338235294118,1194839.0,471205.0,0.0,544,-1186.2146228945035,1730.2146228945035
68,2017-03-10,694.1833333333333,3.5,8.8,6.2,5.300000000000001,11.8,0.0,4.0,0.0,4.0,0.0,0.0,10.868062827225131,11.701570680628272,11.284816753926702,2338209.0,906801.0,0.0,955,-775.6470291642504,1730.6470291642504
69,2017-03-11,698.1833333333333,4.3,9.3,6.8,5.000000000000001,11.2,0.0,9.4,0.0,9.4,0.0,8.0,8.514754098360656,9.826229508196722,9.17049180327869,636872.0,250821.0,0.0,305,-1426.0794354339973,1731.0794354339973
70,2017-03-12,702.1833333333333,6.6,9.7,8.2,3.1,9.8,0.0,4.2,0.0,4.2,0.0,4.0,10.301724137931034,11.408045977011492,10.854885057471265,911441.0,388403.0,0.0,348,-1383.511841703744,1731.511841703744
71,2017-03-13,705.1833333333333,7.0,10.3,8.7,3.3000000000000007,9.3,0.0,10.8,0.0,10.8,0.0,4.0,10.256363636363636,11.663636363636364,10.96,1352286.0,703076.0,0.0,550,-1181.944247973491,1731.944247973491
72,2017-03-14,709.1833333333333,7.6,14.4,11.0,6.800000000000001,7.0,0.0,9.8,0.0,9.8,0.0,12.0,13.624649859943975,14.822128851540617,14.223389355742295,1541001.0,544753.0,0.0,714,-1018.3766542432379,1732.376654243238
73,2017-03-15,713.1833333333333,7.3,10.9,9.1,3.6000000000000005,8.9,0.0,4.2,0.0,4.2,0.0,2.0,11.280323450134771,12.563342318059298,11.921832884097036,1602395.0,492080.0,0.0,742,-990.8090605129846,1732.8090605129846
74,2017-03-16,716.1833333333333,4.7,9.5,7.1,4.8,10.9,0.0,2.0,0.0,2.0,0.0,10.0,8.408031088082902,9.677461139896373,9.042746113989637,1731206.0,825157.0,0.0,772,-961.2414667827315,1733.2414667827315
75,2017-03-17,720.2,3.0,9.1,6.1,6.1,11.9,0.0,10.2,0.0,10.2,0.0,10.0,8.862371888726209,10.011713030746703,9.437042459736457,1679784.0,710054.0,0.0,683,-1050.6738730524785,1733.6738730524785
76,2017-03-18,724.2,4.7,8.3,6.5,3.6000000000000005,11.5,0.0,10.2,0.0,10.2,0.0,17.0,10.763574660633484,11.132352941176473,10.94796380090498,2401624.0,1279673.0,0.0,884,-850.1062793222252,1734.1062793222252
77,2017-03-19,727.2,1.3,9.2,5.3,7.899999999999999,12.7,0.0,0.0,0.0,0.0,0.0,1.0,12.195121951219512,12.303287380699894,12.249204665959702,2912058.0,1382360.0,0.0,943,-791.5386855919721,1734.5386855919721
78,2017-03-20,731.2,-1.4,8.7,3.7,10.1,14.3,0.0,0.0,0.0,0.0,0.0,4.0,10.196208530805688,11.092890995260664,10.644549763033176,2517716.0,1194247.0,0.0,1055,-679.9710918617188,1734.9710918617188
79,2017-03-21,735.2,6.1,11.7,8.9,5.6,9.1,0.0,5.8,0.0,5.8,0.0,8.0,11.02026049204052,12.124457308248914,11.572358900144716,1519142.0,620243.0,0.0,691,-1044.4034981314658,1735.4034981314658
80,2017-03-22,738.2,6.0,12.5,9.3,6.5,8.7,0.0,2.6,0.0,2.6,0.0,21.0,11.47009735744089,12.634214186369958,12.052155771905424,1559283.0,527721.0,0.0,719,-1016.8359044012127,1735.8359044012127
81,2017-03-23,742.2,4.1,12.3,8.2,8.200000000000001,9.8,0.0,4.6,0.0,4.6,0.0,19.0,11.48060941828255,12.552631578947368,12.01662049861496,1677453.0,828425.0,0.0,722,-1014.2683106709594,1736.2683106709594
82,2017-03-24,746.2,5.6,10.8,8.2,5.200000000000001,9.8,0.0,6.6,0.0,6.6,0.0,4.0,10.409158050221563,11.53618906942393,10.972673559822749,1545501.0,540917.0,0.0,677,-1059.7007169407063,1736.7007169407063
83,2017-03-25,749.2,6.3,10.9,8.6,4.6000000000000005,9.4,0.0,1.0,0.0,1.0,0.0,8.0,13.539345711759506,13.73740053050398,13.638373121131742,3454189.0,1422124.0,0.0,1131,-606.1331232104533,1737.1331232104533
84,2017-03-26,753.2,5.6,9.9,7.8,4.300000000000001,10.2,0.0,15.0,0.0,15.0,0.0,8.0,9.0,10.061068702290076,9.530534351145038,607847.0,289657.0,0.0,262,-1475.5655294802,1737.5655294802
85,2017-03-27,757.2,5.9,12.1,9.0,6.199999999999999,9.0,0.0,7.2,0.0,7.2,0.0,8.0,12.245683930942896,13.237715803452856,12.741699867197877,1694245.0,672673.0,0.0,753,-984.9979357499469,1737.997935749947
86,2017-03-28,760.2,7.1,8.9,8.0,1.8000000000000007,10.0,0.0,29.6,0.0,29.6,0.0,17.0,8.456066945606695,9.916317991631798,9.186192468619248,447200.0,271296.0,0.0,239,-1499.4303420196939,1738.4303420196939
87,2017-03-29,764.2,5.8,13.5,9.7,7.7,8.3,0.0,24.8,0.0,24.8,0.0,25.0,12.117554858934168,13.12539184952978,12.621473354231972,1389715.0,555767.0,0.0,638,-1100.8627482894406,1738.8627482894406
88,2017-03-30,768.2,6.1,11.8,9.0,5.700000000000001,9.0,0.0,0.2,0.0,0.2,0.0,0.0,13.577223088923557,14.125585023400935,13.851404056162243,3562587.0,1652113.0,0.0,1282,-457.2951545591875,1739.2951545591875
89,2017-03-31,771.2,4.0,11.7,7.9,7.699999999999999,10.1,0.0,0.8,0.0,0.8,0.0,0.0,12.558988764044944,13.596441947565545,13.077715355805244,2582839.0,1104080.0,0.0,1068,-671.7275608289342,1739.7275608289342
90,2017-04-01,775.2,6.4,10.8,8.6,4.4,9.4,0.0,11.2,0.0,11.2,0.0,10.0,13.720588235294118,14.039592760180996,13.880090497737555,2431175.0,989571.0,0.0,884,-856.1599670986811,1740.1599670986811
91,2017-04-02,779.2,5.7,10.6,8.2,4.9,9.8,0.0,0.0,0.0,0.0,0.0,21.0,14.176855895196509,14.144832605531295,14.1608442503639,4484856.0,1856832.0,0.0,1374,-366.59237336842807,1740.592373368428
92,2017-04-03,782.2166666666667,1.7,10.3,6.0,8.600000000000001,12.0,0.0,0.0,0.0,0.0,0.0,0.0,12.461598138091544,13.080682699767262,12.771140418929402,3479441.0,1386711.0,0.0,1289,-452.0247796381748,1741.0247796381748
93,2017-04-04,786.2166666666667,4.7,13.8,9.3,9.1,8.7,0.0,7.2,0.0,7.2,0.0,26.0,11.959949937421776,13.275344180225282,12.617647058823527,1731719.0,762232.0,0.0,799,-942.4571859079217,1741.4571859079217
94,2017-04-05,789.2166666666667,8.2,11.1,9.7,2.9000000000000004,8.3,0.0,13.4,0.0,13.4,0.0,10.0,11.371859296482413,12.636515912897822,12.004187604690117,1212485.0,407478.0,0.0,597,-1144.8895921776686,1741.8895921776686
95,2017-04-06,793.2166666666667,7.2,13.3,10.3,6.1000000000000005,7.7,0.0,5.2,0.0,5.2,0.0,12.0,12.001140250855189,13.157354618015964,12.579247434435576,2015766.0,863521.0,0.0,877,-865.3219984474154,1742.3219984474154
96,2017-04-07,797.2166666666667,6.0,12.6,9.3,6.6,8.7,0.0,11.4,0.0,11.4,0.0,47.0,12.204656862745098,13.395833333333334,12.800245098039216,1803935.0,786845.0,0.0,816,-926.7544047171623,1742.7544047171623
97,2017-04-08,800.2166666666667,5.7,8.5,7.1,2.8,10.9,0.0,9.8,0.0,9.8,0.0,8.0,9.306049822064058,10.377224199288255,9.841637010676155,541070.0,298210.0,0.0,281,-1462.186810986909,1743.186810986909
98,2017-04-09,804.2166666666667,2.8,12.9,7.9,10.1,10.1,0.0,0.0,0.0,0.0,0.0,12.0,13.356083086053411,14.020771513353116,13.688427299703264,3115901.0,1288114.0,0.0,1011,-732.6192172566559,1743.619217256656
99,2017-04-10,807.2166666666667,6.4,10.9,8.7,4.5,9.3,0.0,5.0,0.0,5.0,0.0,19.0,10.711436170212766,11.83377659574468,11.272606382978722,1599519.0,670089.0,0.0,752,-992.0516235264029,1744.0516235264029
100,2017-04-11,811.2166666666667,4.3,10.7,7.5,6.4,10.5,0.0,0.0,0.0,0.0,0.0,10.0,13.891891891891891,14.464310464310463,14.178101178101176,3855255.0,1624740.0,0.0,1443,-301.48402979614957,1744.4840297961496
101,2017-04-12,814.2166666666667,7.5,13.0,10.3,5.5,7.7,0.0,12.0,0.0,12.0,0.0,15.0,12.380200860832138,13.519368723098996,12.949784791965566,1619610.0,598206.0,0.0,697,-1047.9164360658965,1744.9164360658965
102,2017-04-13,818.2166666666667,6.4,12.3,9.4,5.9,8.6,0.0,17.4,0.0,17.4,0.0,10.0,11.451396648044692,12.568715083798883,12.010055865921789,1978715.0,791018.0,0.0,895,-850.3488423356434,1745.3488423356434
103,2017-04-14,822.2166666666667,6.0,12.6,9.3,6.6,8.7,0.0,3.2,0.0,3.2,0.0,4.0,12.933980582524272,13.4126213592233,13.173300970873786,2827834.0,1473792.0,0.0,1030,-715.7812486053901,1745.7812486053901
104,2017-04-15,825.2166666666667,6.5,12.9,9.7,6.4,8.3,0.0,2.0,0.0,2.0,0.0,4.0,13.55855855855856,13.985985985985986,13.772272272272271,3017681.0,1414715.0,0.0,999,-747.2136548751371,1746.213654875137
105,2017-04-16,829.2166666666667,3.0,12.8,7.9,9.8,10.1,0.0,0.0,0.0,0.0,0.0,8.0,15.232331437855402,15.290820471161656,15.26157595450853,4283903.0,2275329.0,0.0,1231,-515.646061144884,1746.646061144884
106,2017-04-17,832.2166666666667,8.6,14.0,11.3,5.4,6.7,0.0,5.4,0.0,5.4,0.0,2.0,13.909240924092408,14.851485148514852,14.380363036303631,1464313.0,817078.0,0.0,606,-1141.0784674146307,1747.0784674146307
107,2017-04-18,836.2166666666667,9.1,14.3,11.7,5.200000000000001,6.3,0.0,5.2,0.0,5.2,0.0,1.0,14.665009940357852,15.468190854870777,15.066600397614314,2328780.0,943443.0,0.0,1006,-741.5108736843777,1747.5108736843777
108,2017-04-19,839.2166666666667,7.5,12.8,10.2,5.300000000000001,7.8,0.0,0.8,0.0,0.8,0.0,17.0,13.886925795053005,15.032685512367491,14.459805653710248,2506833.0,899929.0,0.0,1132,-615.9432799541244,1747.9432799541244
109,2017-04-20,842.2333333333333,8.5,13.2,10.9,4.699999999999999,7.1,0.0,3.6,0.0,3.6,0.0,2.0,15.490514905149052,15.934959349593496,15.712737127371271,3850503.0,2282699.0,0.0,1476,-272.3756862238713,1748.3756862238713
110,2017-04-21,846.2333333333333,6.5,14.1,10.3,7.6,7.7,0.0,0.0,0.0,0.0,0.0,1.0,17.665132924335378,17.814928425357873,17.740030674846626,5763750.0,2742728.0,0.0,1956,207.19190750638177,1748.8080924936182
111,2017-04-22,849.2333333333333,7.3,13.8,10.6,6.500000000000001,7.4,0.0,5.8,0.0,5.8,0.0,15.0,14.237951807228916,15.088855421686748,14.663403614457833,1733047.0,768477.0,0.0,664,-1085.240498763365,1749.240498763365
112,2017-04-23,853.2333333333333,8.6,13.45,10.45,4.85,7.550000000000001,0.0,0.0,0.0,0.0,0.0,0.0,14.743228602383532,15.462621885157096,15.102925243770317,2417567.0,1047365.0,0.0,923,-826.6729050331119,1749.6729050331119
113,2017-04-24,856.2333333333333,7.4,13.1,10.3,5.699999999999999,7.7,0.0,5.0,0.0,5.0,0.0,1.0,15.510148849797025,15.949932341001354,15.730040595399188,3887099.0,1763860.0,0.0,1478,-272.1053113028588,1750.1053113028588
